Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
MyHours_TestSuite,Firefox 61.0,,2018-07-01 17:59:00,2018-07-01 18:00:06,1m - 5.677s,FAILED
,,,,,,
Test Cases/1.Login/Login_TestCase,Firefox 61.0,"Login to system, also verifies unsuccessful login scenario",2018-07-01 17:59:01,2018-07-01 17:59:27,25.832s,PASSED
Start setup action : setup,Firefox 61.0,,2018-07-01 17:59:01,2018-07-01 17:59:25,23.455s,PASSED
waitForElementVisible,Firefox 61.0,wait for elements to be visible,2018-07-01 17:59:25,2018-07-01 17:59:25,0.253s,PASSED
setText,Firefox 61.0,Fill username,2018-07-01 17:59:25,2018-07-01 17:59:26,0.412s,PASSED
setText,Firefox 61.0,Fill password,2018-07-01 17:59:26,2018-07-01 17:59:26,0.223s,PASSED
click,Firefox 61.0,Click Login,2018-07-01 17:59:26,2018-07-01 17:59:26,0.372s,PASSED
Statement - switch (varLoginMessage.toString()),Firefox 61.0,Get expected status for wrong password,2018-07-01 17:59:26,2018-07-01 17:59:27,0.943s,PASSED
,,,,,,
Test Cases/1.Login/Login_TestCase,Firefox 61.0,"Login to system, also verifies unsuccessful login scenario",2018-07-01 17:59:27,2018-07-01 17:59:40,13.181s,PASSED
Start setup action : setup,Firefox 61.0,,2018-07-01 17:59:27,2018-07-01 17:59:39,12.203s,PASSED
waitForElementVisible,Firefox 61.0,wait for elements to be visible,2018-07-01 17:59:39,2018-07-01 17:59:39,0.078s,PASSED
setText,Firefox 61.0,Fill username,2018-07-01 17:59:39,2018-07-01 17:59:40,0.215s,PASSED
setText,Firefox 61.0,Fill password,2018-07-01 17:59:40,2018-07-01 17:59:40,0.233s,PASSED
click,Firefox 61.0,Click Login,2018-07-01 17:59:40,2018-07-01 17:59:40,0.363s,PASSED
Statement - switch (varLoginMessage.toString()),Firefox 61.0,Get expected status for wrong password,2018-07-01 17:59:40,2018-07-01 17:59:40,0.000s,PASSED
,,,,,,
Test Cases/2.TrackActivity/NewActivity_TestCase,Firefox 61.0,crete new activitry scenario is covered,2018-07-01 17:59:40,2018-07-01 17:59:49,8.890s,PASSED
click,Firefox 61.0,,2018-07-01 17:59:41,2018-07-01 17:59:44,2.850s,PASSED
click,Firefox 61.0,select project from control,2018-07-01 17:59:44,2018-07-01 17:59:45,0.759s,PASSED
click,Firefox 61.0,,2018-07-01 17:59:45,2018-07-01 17:59:45,0.793s,PASSED
click,Firefox 61.0,select activity type,2018-07-01 17:59:45,2018-07-01 17:59:46,0.666s,PASSED
click,Firefox 61.0,,2018-07-01 17:59:46,2018-07-01 17:59:47,0.536s,PASSED
setText,Firefox 61.0,enter startTime by using variable whose source is data file,2018-07-01 17:59:47,2018-07-01 17:59:47,0.073s,PASSED
sendKeys,Firefox 61.0,press tab key,2018-07-01 17:59:47,2018-07-01 17:59:47,0.315s,PASSED
click,Firefox 61.0,,2018-07-01 17:59:47,2018-07-01 17:59:47,0.344s,PASSED
setText,Firefox 61.0,enter endTime manually,2018-07-01 17:59:47,2018-07-01 17:59:47,0.061s,PASSED
setText,Firefox 61.0,enter cost,2018-07-01 17:59:47,2018-07-01 17:59:48,0.149s,PASSED
doubleClick,Firefox 61.0,select text field,2018-07-01 17:59:48,2018-07-01 17:59:48,0.413s,PASSED
setText,Firefox 61.0,enter description,2018-07-01 17:59:48,2018-07-01 17:59:48,0.382s,PASSED
"Statement - attribute = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getAttribute(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(2.NewActivity_Object_Repository/textarea_form-control ng-untou), ""value"")",Firefox 61.0,assert that description field text returned correctly,2018-07-01 17:59:48,2018-07-01 17:59:48,0.053s,PASSED
"Statement - assert attribute == ""description""",Firefox 61.0,,2018-07-01 17:59:48,2018-07-01 17:59:48,0.002s,PASSED
click,Firefox 61.0,submit button,2018-07-01 17:59:48,2018-07-01 17:59:49,0.676s,PASSED
,,,,,,
Test Cases/3.Create_Invoice/CreateInvoice_TestCase,Firefox 61.0,invoice creation of entered hours.,2018-07-01 17:59:49,2018-07-01 17:59:54,5.324s,PASSED
click,Firefox 61.0,Click on Manage menu,2018-07-01 17:59:50,2018-07-01 17:59:50,0.310s,PASSED
click,Firefox 61.0,Click on Invoivce sub menu,2018-07-01 17:59:50,2018-07-01 17:59:50,0.141s,PASSED
click,Firefox 61.0,Click on Create invoice link,2018-07-01 17:59:50,2018-07-01 17:59:51,0.715s,PASSED
click,Firefox 61.0,,2018-07-01 17:59:51,2018-07-01 17:59:52,1.195s,PASSED
click,Firefox 61.0,check box is checked,2018-07-01 17:59:52,2018-07-01 17:59:52,0.299s,PASSED
setText,Firefox 61.0,Tax name entry,2018-07-01 17:59:52,2018-07-01 17:59:53,0.865s,PASSED
setText,Firefox 61.0,tax percentage,2018-07-01 17:59:53,2018-07-01 17:59:54,0.291s,PASSED
setText,Firefox 61.0,text on invoice is entered,2018-07-01 17:59:54,2018-07-01 17:59:54,0.323s,PASSED
setText,Firefox 61.0,hidden note is added,2018-07-01 17:59:54,2018-07-01 17:59:54,0.261s,PASSED
click,Firefox 61.0,create button is clicked,2018-07-01 17:59:54,2018-07-01 17:59:54,0.392s,PASSED
,,,,,,
Test Cases/4.TearDown/TearDown_TestCase,Firefox 61.0,teardown created data,2018-07-01 17:59:55,2018-07-01 18:00:04,9.701s,FAILED
click,Firefox 61.0,,2018-07-01 17:59:55,2018-07-01 17:59:56,0.683s,PASSED
click,Firefox 61.0,,2018-07-01 17:59:56,2018-07-01 17:59:56,0.392s,PASSED
waitForElementVisible,Firefox 61.0,,2018-07-01 17:59:56,2018-07-01 17:59:56,0.172s,PASSED
click,Firefox 61.0,,2018-07-01 17:59:56,2018-07-01 17:59:57,0.715s,PASSED
"Statement - While (com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.verifyElementPresent(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(4.Teardown_Object_Repository/td_col-md-2 text-right table-c), 20) == true)",Firefox 61.0,,2018-07-01 17:59:57,2018-07-01 18:00:04,7.284s,FAILED
,,,,,,
Test Cases/5.Logout/Logout_TestCase,Firefox 61.0,logsout from system,2018-07-01 18:00:04,2018-07-01 18:00:06,1.351s,PASSED
click,Firefox 61.0,,2018-07-01 18:00:04,2018-07-01 18:00:05,0.260s,PASSED
click,Firefox 61.0,,2018-07-01 18:00:05,2018-07-01 18:00:05,0.252s,PASSED
closeBrowser,Firefox 61.0,,2018-07-01 18:00:05,2018-07-01 18:00:06,0.585s,PASSED
