Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
MyHours_TestSuite,Firefox 61.0,,2018-07-01 16:36:53,2018-07-01 16:37:54,1m - 1.492s,FAILED
,,,,,,
Test Cases/1.Login/Login_TestCase,Firefox 61.0,"Login to system, also verifies unsuccessful login scenario",2018-07-01 16:36:54,2018-07-01 16:37:06,12.485s,PASSED
Start setup action : setup,Firefox 61.0,,2018-07-01 16:36:54,2018-07-01 16:37:04,10.522s,PASSED
waitForElementVisible,Firefox 61.0,wait for elements to be visible,2018-07-01 16:37:04,2018-07-01 16:37:05,0.220s,PASSED
setText,Firefox 61.0,Fill username,2018-07-01 16:37:05,2018-07-01 16:37:05,0.337s,PASSED
setText,Firefox 61.0,Fill password,2018-07-01 16:37:05,2018-07-01 16:37:05,0.203s,PASSED
click,Firefox 61.0,Click Login,2018-07-01 16:37:05,2018-07-01 16:37:05,0.389s,PASSED
Statement - switch (varLoginMessage.toString()),Firefox 61.0,Get expected status for wrong password,2018-07-01 16:37:05,2018-07-01 16:37:06,0.673s,PASSED
,,,,,,
Test Cases/1.Login/Login_TestCase,Firefox 61.0,"Login to system, also verifies unsuccessful login scenario",2018-07-01 16:37:06,2018-07-01 16:37:16,9.521s,PASSED
Start setup action : setup,Firefox 61.0,,2018-07-01 16:37:06,2018-07-01 16:37:14,8.234s,PASSED
waitForElementVisible,Firefox 61.0,wait for elements to be visible,2018-07-01 16:37:14,2018-07-01 16:37:15,0.108s,PASSED
setText,Firefox 61.0,Fill username,2018-07-01 16:37:15,2018-07-01 16:37:15,0.537s,PASSED
setText,Firefox 61.0,Fill password,2018-07-01 16:37:15,2018-07-01 16:37:15,0.163s,PASSED
click,Firefox 61.0,Click Login,2018-07-01 16:37:15,2018-07-01 16:37:16,0.451s,PASSED
Statement - switch (varLoginMessage.toString()),Firefox 61.0,Get expected status for wrong password,2018-07-01 16:37:16,2018-07-01 16:37:16,0.001s,PASSED
,,,,,,
Test Cases/2.TrackActivity/NewActivity_TestCase,Firefox 61.0,crete new activitry scenario is covered,2018-07-01 16:37:16,2018-07-01 16:37:24,8.255s,PASSED
click,Firefox 61.0,,2018-07-01 16:37:16,2018-07-01 16:37:19,2.523s,PASSED
click,Firefox 61.0,select project from control,2018-07-01 16:37:19,2018-07-01 16:37:19,0.542s,PASSED
click,Firefox 61.0,,2018-07-01 16:37:19,2018-07-01 16:37:20,0.873s,PASSED
click,Firefox 61.0,select activity type,2018-07-01 16:37:20,2018-07-01 16:37:21,0.454s,PASSED
click,Firefox 61.0,,2018-07-01 16:37:21,2018-07-01 16:37:21,0.330s,PASSED
setText,Firefox 61.0,enter startTime by using variable whose source is data file,2018-07-01 16:37:21,2018-07-01 16:37:21,0.088s,PASSED
sendKeys,Firefox 61.0,press tab key,2018-07-01 16:37:21,2018-07-01 16:37:21,0.198s,PASSED
click,Firefox 61.0,,2018-07-01 16:37:21,2018-07-01 16:37:22,0.263s,PASSED
setText,Firefox 61.0,enter endTime manually,2018-07-01 16:37:22,2018-07-01 16:37:22,0.280s,PASSED
setText,Firefox 61.0,enter cost,2018-07-01 16:37:22,2018-07-01 16:37:22,0.169s,PASSED
doubleClick,Firefox 61.0,select text field,2018-07-01 16:37:22,2018-07-01 16:37:22,0.291s,PASSED
setText,Firefox 61.0,enter description,2018-07-01 16:37:22,2018-07-01 16:37:23,0.546s,PASSED
"Statement - attribute = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getAttribute(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(2.NewActivity_Object_Repository/textarea_form-control ng-untou), ""value"")",Firefox 61.0,assert that description field text returned correctly,2018-07-01 16:37:23,2018-07-01 16:37:23,0.114s,PASSED
"Statement - assert attribute == ""description""",Firefox 61.0,,2018-07-01 16:37:23,2018-07-01 16:37:23,0.002s,PASSED
click,Firefox 61.0,submit button,2018-07-01 16:37:23,2018-07-01 16:37:24,0.820s,PASSED
,,,,,,
Test Cases/3.Create_Invoice/CreateInvoice_TestCase,Firefox 61.0,invoice creation of entered hours.,2018-07-01 16:37:24,2018-07-01 16:37:28,3.990s,PASSED
click,Firefox 61.0,Click on Manage menu,2018-07-01 16:37:24,2018-07-01 16:37:25,0.281s,PASSED
click,Firefox 61.0,Click on Invoivce sub menu,2018-07-01 16:37:25,2018-07-01 16:37:25,0.100s,PASSED
click,Firefox 61.0,Click on Create invoice link,2018-07-01 16:37:25,2018-07-01 16:37:25,0.427s,PASSED
click,Firefox 61.0,,2018-07-01 16:37:25,2018-07-01 16:37:26,1.055s,PASSED
click,Firefox 61.0,check box is checked,2018-07-01 16:37:26,2018-07-01 16:37:27,0.344s,PASSED
setText,Firefox 61.0,Tax name entry,2018-07-01 16:37:27,2018-07-01 16:37:27,0.339s,PASSED
setText,Firefox 61.0,tax percentage,2018-07-01 16:37:27,2018-07-01 16:37:27,0.296s,PASSED
setText,Firefox 61.0,text on invoice is entered,2018-07-01 16:37:27,2018-07-01 16:37:27,0.210s,PASSED
setText,Firefox 61.0,hidden note is added,2018-07-01 16:37:27,2018-07-01 16:37:28,0.205s,PASSED
click,Firefox 61.0,create button is clicked,2018-07-01 16:37:28,2018-07-01 16:37:28,0.366s,PASSED
,,,,,,
Test Cases/4.TearDown/TearDown_TestCase,Firefox 61.0,teardown created data,2018-07-01 16:37:28,2018-07-01 16:37:52,24.340s,FAILED
click,Firefox 61.0,,2018-07-01 16:37:28,2018-07-01 16:37:29,0.446s,PASSED
click,Firefox 61.0,,2018-07-01 16:37:29,2018-07-01 16:37:29,0.287s,PASSED
waitForElementPresent,Firefox 61.0,,2018-07-01 16:37:29,2018-07-01 16:37:29,0.323s,PASSED
click,Firefox 61.0,,2018-07-01 16:37:29,2018-07-01 16:37:29,0.074s,PASSED
"Statement - While (com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.verifyElementPresent(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(4.Teardown_Object_Repository/td_col-md-2 text-right table-c), 20) == true)",Firefox 61.0,,2018-07-01 16:37:29,2018-07-01 16:37:52,22.915s,FAILED
,,,,,,
Test Cases/5.Logout/Logout_TestCase,Firefox 61.0,logsout from system,2018-07-01 16:37:52,2018-07-01 16:37:54,1.983s,PASSED
click,Firefox 61.0,,2018-07-01 16:37:53,2018-07-01 16:37:53,0.274s,PASSED
click,Firefox 61.0,,2018-07-01 16:37:53,2018-07-01 16:37:53,0.295s,PASSED
closeBrowser,Firefox 61.0,,2018-07-01 16:37:53,2018-07-01 16:37:54,1.142s,PASSED
