Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
MyHours_TestSuite,Firefox 60.0,,2018-06-29 19:14:02,2018-06-29 19:14:27,25.958s,ERROR
,,,,,,
Test Cases/1.Login/Login_TestCase,Firefox 60.0,,2018-06-29 19:14:02,2018-06-29 19:14:15,13.088s,ERROR
Start setup action : setup,Firefox 60.0,,2018-06-29 19:14:02,2018-06-29 19:14:13,10.924s,PASSED
waitForElementVisible,Firefox 60.0,wait for elements to be visible,2018-06-29 19:14:13,2018-06-29 19:14:13,0.271s,PASSED
setText,Firefox 60.0,Fill username,2018-06-29 19:14:13,2018-06-29 19:14:14,0.623s,PASSED
setText,Firefox 60.0,Fill password,2018-06-29 19:14:14,2018-06-29 19:14:14,0.212s,PASSED
click,Firefox 60.0,Click Login,2018-06-29 19:14:14,2018-06-29 19:14:15,0.349s,PASSED
Statement - switch (varLoginMessage.toString()),Firefox 60.0,Get expected status for wrong password,2018-06-29 19:14:15,2018-06-29 19:14:15,0.602s,PASSED
,,,,,,
Test Cases/1.Login/Login_TestCase,Firefox 60.0,,2018-06-29 19:14:15,2018-06-29 19:14:24,8.915s,PASSED
Start setup action : setup,Firefox 60.0,,2018-06-29 19:14:15,2018-06-29 19:14:23,8.023s,PASSED
waitForElementVisible,Firefox 60.0,wait for elements to be visible,2018-06-29 19:14:23,2018-06-29 19:14:23,0.066s,PASSED
setText,Firefox 60.0,Fill username,2018-06-29 19:14:23,2018-06-29 19:14:24,0.265s,PASSED
setText,Firefox 60.0,Fill password,2018-06-29 19:14:24,2018-06-29 19:14:24,0.224s,PASSED
click,Firefox 60.0,Click Login,2018-06-29 19:14:24,2018-06-29 19:14:24,0.306s,PASSED
Statement - switch (varLoginMessage.toString()),Firefox 60.0,Get expected status for wrong password,2018-06-29 19:14:24,2018-06-29 19:14:24,0.001s,PASSED
,,,,,,
Test Cases/2.TrackActivity/NewActivity_TestCase,Firefox 60.0,,2018-06-29 19:14:24,2018-06-29 19:14:27,2.724s,FAILED
click,Firefox 60.0,,2018-06-29 19:14:25,2018-06-29 19:14:27,2.043s,PASSED
click,Firefox 60.0,,2018-06-29 19:14:27,2018-06-29 19:14:27,0.225s,FAILED
,,,,,,
Test Cases/3.Create_Invoice/CreateInvoice_TestCase,Firefox 60.0,invoice creation of entered hours.,2018-06-29 19:14:27,2018-06-29 19:14:27,0.360s,FAILED
click,Firefox 60.0,,2018-06-29 19:14:27,2018-06-29 19:14:27,0.029s,FAILED
,,,,,,
Test Cases/4.Logout/Logout_TestCase,Firefox 60.0,logsout from system,2018-06-29 19:14:27,2018-06-29 19:14:27,0.220s,FAILED
click,Firefox 60.0,,2018-06-29 19:14:27,2018-06-29 19:14:27,0.020s,FAILED
