Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
MyHours_TestSuite,Firefox 60.0,,2018-06-27 17:42:30,2018-06-27 17:43:29,58.568s,FAILED
,,,,,,
Test Cases/1.Login/Login_TestCase,Firefox 60.0,,2018-06-27 17:42:31,2018-06-27 17:42:44,13.198s,PASSED
openBrowser,Firefox 60.0,,2018-06-27 17:42:32,2018-06-27 17:42:38,6.260s,PASSED
navigateToUrl,Firefox 60.0,,2018-06-27 17:42:38,2018-06-27 17:42:43,4.917s,PASSED
waitForElementVisible,Firefox 60.0,,2018-06-27 17:42:43,2018-06-27 17:42:44,0.178s,PASSED
setText,Firefox 60.0,,2018-06-27 17:42:44,2018-06-27 17:42:44,0.333s,PASSED
setText,Firefox 60.0,,2018-06-27 17:42:44,2018-06-27 17:42:44,0.356s,PASSED
sendKeys,Firefox 60.0,,2018-06-27 17:42:44,2018-06-27 17:42:44,0.178s,PASSED
,,,,,,
Test Cases/2.TrackActivity/NewActivity_TestCase,Firefox 60.0,,2018-06-27 17:42:44,2018-06-27 17:42:53,8.821s,PASSED
click,Firefox 60.0,,2018-06-27 17:42:45,2018-06-27 17:42:49,3.293s,PASSED
click,Firefox 60.0,,2018-06-27 17:42:49,2018-06-27 17:42:49,0.774s,PASSED
click,Firefox 60.0,,2018-06-27 17:42:49,2018-06-27 17:42:50,0.610s,PASSED
click,Firefox 60.0,,2018-06-27 17:42:50,2018-06-27 17:42:50,0.422s,PASSED
waitForElementPresent,Firefox 60.0,,2018-06-27 17:42:50,2018-06-27 17:42:50,0.001s,NOT_RUN
click,Firefox 60.0,,2018-06-27 17:42:50,2018-06-27 17:42:51,0.299s,PASSED
setText,Firefox 60.0,,2018-06-27 17:42:51,2018-06-27 17:42:51,0.140s,PASSED
sendKeys,Firefox 60.0,,2018-06-27 17:42:51,2018-06-27 17:42:51,0.267s,PASSED
click,Firefox 60.0,,2018-06-27 17:42:51,2018-06-27 17:42:52,0.449s,PASSED
setText,Firefox 60.0,,2018-06-27 17:42:52,2018-06-27 17:42:52,0.073s,PASSED
setText,Firefox 60.0,,2018-06-27 17:42:52,2018-06-27 17:42:52,0.142s,PASSED
doubleClick,Firefox 60.0,,2018-06-27 17:42:52,2018-06-27 17:42:52,0.332s,PASSED
setText,Firefox 60.0,,2018-06-27 17:42:52,2018-06-27 17:42:53,0.502s,PASSED
click,Firefox 60.0,,2018-06-27 17:42:53,2018-06-27 17:42:53,0.683s,PASSED
,,,,,,
Test Cases/3.Create_Invoice/CreateInvoice_TestCase,Firefox 60.0,invoice creation of entered hours.,2018-06-27 17:42:53,2018-06-27 17:43:29,35.739s,FAILED
openBrowser,Firefox 60.0,,2018-06-27 17:42:54,2018-06-27 17:43:00,5.773s,PASSED
setText,Firefox 60.0,,2018-06-27 17:43:00,2018-06-27 17:43:29,29.386s,FAILED
