Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
MyHours_TestSuite,Firefox 60.0,,2018-06-26 21:03:16,2018-06-26 21:03:52,36.381s,INCOMPLETE
,,,,,,
Test Cases/Login/Login_TestCase,Firefox 60.0,,2018-06-26 21:03:16,2018-06-26 21:03:27,10.678s,PASSED
openBrowser,Firefox 60.0,,2018-06-26 21:03:17,2018-06-26 21:03:23,5.739s,PASSED
navigateToUrl,Firefox 60.0,,2018-06-26 21:03:23,2018-06-26 21:03:26,3.541s,PASSED
waitForElementVisible,Firefox 60.0,,2018-06-26 21:03:26,2018-06-26 21:03:27,0.150s,PASSED
setText,Firefox 60.0,,2018-06-26 21:03:27,2018-06-26 21:03:27,0.307s,PASSED
setText,Firefox 60.0,,2018-06-26 21:03:27,2018-06-26 21:03:27,0.135s,PASSED
sendKeys,Firefox 60.0,,2018-06-26 21:03:27,2018-06-26 21:03:27,0.127s,PASSED
callTestCase,Firefox 60.0,,2018-06-26 21:03:27,2018-06-26 21:03:27,0.002s,NOT_RUN
,,,,,,
Test Cases/TrackActivity/NewActivity_TestCase,Firefox 60.0,,2018-06-26 21:03:27,2018-06-26 21:03:52,25.049s,FAILED
click,Firefox 60.0,,2018-06-26 21:03:28,2018-06-26 21:03:30,2.077s,PASSED
click,Firefox 60.0,,2018-06-26 21:03:30,2018-06-26 21:03:30,0.291s,PASSED
click,Firefox 60.0,,2018-06-26 21:03:30,2018-06-26 21:03:31,0.598s,PASSED
click,Firefox 60.0,,2018-06-26 21:03:31,2018-06-26 21:03:31,0.437s,PASSED
waitForElementPresent,Firefox 60.0,,2018-06-26 21:03:31,2018-06-26 21:03:31,0.033s,PASSED
doubleClick,Firefox 60.0,,2018-06-26 21:03:31,2018-06-26 21:03:31,0.226s,PASSED
setText,Firefox 60.0,,2018-06-26 21:03:31,2018-06-26 21:03:31,0.142s,PASSED
doubleClick,Firefox 60.0,,2018-06-26 21:03:31,2018-06-26 21:03:32,0.202s,PASSED
setText,Firefox 60.0,,2018-06-26 21:03:32,2018-06-26 21:03:32,0.189s,PASSED
setText,Firefox 60.0,,2018-06-26 21:03:32,2018-06-26 21:03:32,0.169s,PASSED
setText,Firefox 60.0,,2018-06-26 21:03:32,2018-06-26 21:03:52,20.187s,FAILED
