Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
MyHours_TestSuite,Firefox 61.0,,2018-07-01 13:25:57,2018-07-01 13:26:56,58.316s,FAILED
,,,,,,
Test Cases/1.Login/Login_TestCase,Firefox 61.0,"Login to system, also verifies unsuccessful login scenario",2018-07-01 13:25:58,2018-07-01 13:26:10,11.410s,PASSED
Start setup action : setup,Firefox 61.0,,2018-07-01 13:25:58,2018-07-01 13:26:08,10.128s,PASSED
waitForElementVisible,Firefox 61.0,wait for elements to be visible,2018-07-01 13:26:08,2018-07-01 13:26:09,0.172s,PASSED
setText,Firefox 61.0,Fill username,2018-07-01 13:26:09,2018-07-01 13:26:09,0.245s,PASSED
setText,Firefox 61.0,Fill password,2018-07-01 13:26:09,2018-07-01 13:26:09,0.210s,PASSED
click,Firefox 61.0,Click Login,2018-07-01 13:26:09,2018-07-01 13:26:09,0.314s,PASSED
Statement - switch (varLoginMessage.toString()),Firefox 61.0,Get expected status for wrong password,2018-07-01 13:26:09,2018-07-01 13:26:10,0.266s,PASSED
,,,,,,
Test Cases/1.Login/Login_TestCase,Firefox 61.0,"Login to system, also verifies unsuccessful login scenario",2018-07-01 13:26:10,2018-07-01 13:26:19,9.383s,PASSED
Start setup action : setup,Firefox 61.0,,2018-07-01 13:26:10,2018-07-01 13:26:18,8.627s,PASSED
waitForElementVisible,Firefox 61.0,wait for elements to be visible,2018-07-01 13:26:18,2018-07-01 13:26:18,0.064s,PASSED
setText,Firefox 61.0,Fill username,2018-07-01 13:26:18,2018-07-01 13:26:19,0.155s,PASSED
setText,Firefox 61.0,Fill password,2018-07-01 13:26:19,2018-07-01 13:26:19,0.224s,PASSED
click,Firefox 61.0,Click Login,2018-07-01 13:26:19,2018-07-01 13:26:19,0.283s,PASSED
Statement - switch (varLoginMessage.toString()),Firefox 61.0,Get expected status for wrong password,2018-07-01 13:26:19,2018-07-01 13:26:19,0.001s,PASSED
,,,,,,
Test Cases/2.TrackActivity/NewActivity_TestCase,Firefox 61.0,crete new activitry scenario is covered,2018-07-01 13:26:19,2018-07-01 13:26:26,6.508s,PASSED
click,Firefox 61.0,,2018-07-01 13:26:20,2018-07-01 13:26:22,2.369s,PASSED
click,Firefox 61.0,select project from control,2018-07-01 13:26:22,2018-07-01 13:26:22,0.445s,PASSED
click,Firefox 61.0,,2018-07-01 13:26:22,2018-07-01 13:26:23,0.595s,PASSED
click,Firefox 61.0,select activity type,2018-07-01 13:26:23,2018-07-01 13:26:23,0.350s,PASSED
click,Firefox 61.0,,2018-07-01 13:26:23,2018-07-01 13:26:24,0.280s,PASSED
setText,Firefox 61.0,enter startTime by using variable whose source is data file,2018-07-01 13:26:24,2018-07-01 13:26:24,0.085s,PASSED
sendKeys,Firefox 61.0,press tab key,2018-07-01 13:26:24,2018-07-01 13:26:24,0.149s,PASSED
click,Firefox 61.0,,2018-07-01 13:26:24,2018-07-01 13:26:24,0.319s,PASSED
setText,Firefox 61.0,enter endTime manually,2018-07-01 13:26:24,2018-07-01 13:26:24,0.052s,PASSED
setText,Firefox 61.0,enter cost,2018-07-01 13:26:24,2018-07-01 13:26:24,0.092s,PASSED
doubleClick,Firefox 61.0,select text field,2018-07-01 13:26:24,2018-07-01 13:26:25,0.257s,PASSED
setText,Firefox 61.0,enter description,2018-07-01 13:26:25,2018-07-01 13:26:25,0.303s,PASSED
"Statement - attribute = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getAttribute(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(2.NewActivity_Object_Repository/textarea_form-control ng-untou), ""value"")",Firefox 61.0,assert that description field text returned correctly,2018-07-01 13:26:25,2018-07-01 13:26:25,0.061s,PASSED
"Statement - assert attribute == ""description""",Firefox 61.0,,2018-07-01 13:26:25,2018-07-01 13:26:25,0.006s,PASSED
click,Firefox 61.0,submit button,2018-07-01 13:26:25,2018-07-01 13:26:26,0.624s,PASSED
,,,,,,
Test Cases/3.Create_Invoice/CreateInvoice_TestCase,Firefox 61.0,invoice creation of entered hours.,2018-07-01 13:26:26,2018-07-01 13:26:30,4.130s,PASSED
click,Firefox 61.0,Click on Manage menu,2018-07-01 13:26:26,2018-07-01 13:26:26,0.290s,PASSED
click,Firefox 61.0,Click on Invoivce sub menu,2018-07-01 13:26:26,2018-07-01 13:26:26,0.102s,PASSED
click,Firefox 61.0,Click on Create invoice link,2018-07-01 13:26:26,2018-07-01 13:26:27,0.360s,PASSED
click,Firefox 61.0,,2018-07-01 13:26:27,2018-07-01 13:26:28,1.091s,PASSED
click,Firefox 61.0,check box is checked,2018-07-01 13:26:28,2018-07-01 13:26:28,0.337s,PASSED
setText,Firefox 61.0,Tax name entry,2018-07-01 13:26:28,2018-07-01 13:26:29,0.618s,PASSED
setText,Firefox 61.0,tax percentage,2018-07-01 13:26:29,2018-07-01 13:26:29,0.132s,PASSED
setText,Firefox 61.0,text on invoice is entered,2018-07-01 13:26:29,2018-07-01 13:26:29,0.246s,PASSED
setText,Firefox 61.0,hidden note is added,2018-07-01 13:26:29,2018-07-01 13:26:29,0.310s,PASSED
click,Firefox 61.0,create button is clicked,2018-07-01 13:26:29,2018-07-01 13:26:30,0.300s,PASSED
,,,,,,
Test Cases/4.TearDown/TearDown_TestCase,Firefox 61.0,teardown created data,2018-07-01 13:26:30,2018-07-01 13:26:55,24.905s,FAILED
click,Firefox 61.0,,2018-07-01 13:26:30,2018-07-01 13:26:30,0.417s,PASSED
click,Firefox 61.0,,2018-07-01 13:26:30,2018-07-01 13:26:31,0.278s,PASSED
