Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
MyHours_TestSuite,Firefox 61.0,,2018-07-01 12:09:02,2018-07-01 12:09:36,34.144s,FAILED
,,,,,,
Test Cases/1.Login/Login_TestCase,Firefox 61.0,"Login to system, also verifies unsuccessful login scenario",2018-07-01 12:09:03,2018-07-01 12:09:15,11.741s,PASSED
Start setup action : setup,Firefox 61.0,,2018-07-01 12:09:03,2018-07-01 12:09:13,10.192s,PASSED
waitForElementVisible,Firefox 61.0,wait for elements to be visible,2018-07-01 12:09:13,2018-07-01 12:09:13,0.381s,PASSED
setText,Firefox 61.0,Fill username,2018-07-01 12:09:13,2018-07-01 12:09:14,0.317s,PASSED
setText,Firefox 61.0,Fill password,2018-07-01 12:09:14,2018-07-01 12:09:14,0.175s,PASSED
click,Firefox 61.0,Click Login,2018-07-01 12:09:14,2018-07-01 12:09:14,0.387s,PASSED
Statement - switch (varLoginMessage.toString()),Firefox 61.0,Get expected status for wrong password,2018-07-01 12:09:14,2018-07-01 12:09:15,0.209s,PASSED
,,,,,,
Test Cases/1.Login/Login_TestCase,Firefox 61.0,"Login to system, also verifies unsuccessful login scenario",2018-07-01 12:09:15,2018-07-01 12:09:22,7.534s,PASSED
Start setup action : setup,Firefox 61.0,,2018-07-01 12:09:15,2018-07-01 12:09:21,6.443s,PASSED
waitForElementVisible,Firefox 61.0,wait for elements to be visible,2018-07-01 12:09:21,2018-07-01 12:09:21,0.088s,PASSED
setText,Firefox 61.0,Fill username,2018-07-01 12:09:21,2018-07-01 12:09:21,0.365s,PASSED
setText,Firefox 61.0,Fill password,2018-07-01 12:09:21,2018-07-01 12:09:22,0.255s,PASSED
click,Firefox 61.0,Click Login,2018-07-01 12:09:22,2018-07-01 12:09:22,0.350s,PASSED
Statement - switch (varLoginMessage.toString()),Firefox 61.0,Get expected status for wrong password,2018-07-01 12:09:22,2018-07-01 12:09:22,0.001s,PASSED
,,,,,,
Test Cases/2.TrackActivity/NewActivity_TestCase,Firefox 61.0,crete new activitry scenario is covered,2018-07-01 12:09:22,2018-07-01 12:09:29,6.757s,PASSED
click,Firefox 61.0,,2018-07-01 12:09:23,2018-07-01 12:09:25,2.380s,PASSED
click,Firefox 61.0,select project from control,2018-07-01 12:09:25,2018-07-01 12:09:25,0.468s,PASSED
click,Firefox 61.0,,2018-07-01 12:09:25,2018-07-01 12:09:26,0.638s,PASSED
click,Firefox 61.0,select activity type,2018-07-01 12:09:26,2018-07-01 12:09:27,0.429s,PASSED
click,Firefox 61.0,,2018-07-01 12:09:27,2018-07-01 12:09:27,0.372s,PASSED
setText,Firefox 61.0,enter startTime by using variable whose source is data file,2018-07-01 12:09:27,2018-07-01 12:09:27,0.066s,PASSED
sendKeys,Firefox 61.0,press tab key,2018-07-01 12:09:27,2018-07-01 12:09:27,0.205s,PASSED
click,Firefox 61.0,,2018-07-01 12:09:27,2018-07-01 12:09:27,0.284s,PASSED
setText,Firefox 61.0,enter endTime manually,2018-07-01 12:09:27,2018-07-01 12:09:28,0.059s,PASSED
setText,Firefox 61.0,enter cost,2018-07-01 12:09:28,2018-07-01 12:09:28,0.100s,PASSED
doubleClick,Firefox 61.0,select text field,2018-07-01 12:09:28,2018-07-01 12:09:28,0.271s,PASSED
setText,Firefox 61.0,enter description,2018-07-01 12:09:28,2018-07-01 12:09:28,0.352s,PASSED
"Statement - attribute = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getAttribute(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(2.NewActivity_Object_Repository/textarea_form-control ng-untou), ""value"")",Firefox 61.0,assert that description field text returned correctly,2018-07-01 12:09:28,2018-07-01 12:09:28,0.056s,PASSED
"Statement - assert attribute == ""description""",Firefox 61.0,,2018-07-01 12:09:28,2018-07-01 12:09:28,0.006s,PASSED
click,Firefox 61.0,submit button,2018-07-01 12:09:28,2018-07-01 12:09:29,0.535s,PASSED
,,,,,,
Test Cases/3.Create_Invoice/CreateInvoice_TestCase,Firefox 61.0,invoice creation of entered hours.,2018-07-01 12:09:29,2018-07-01 12:09:33,4.018s,PASSED
click,Firefox 61.0,Click on Manage menu,2018-07-01 12:09:29,2018-07-01 12:09:29,0.296s,PASSED
click,Firefox 61.0,Click on Invoivce sub menu,2018-07-01 12:09:29,2018-07-01 12:09:30,0.082s,PASSED
click,Firefox 61.0,Click on Create invoice link,2018-07-01 12:09:30,2018-07-01 12:09:30,0.455s,PASSED
click,Firefox 61.0,,2018-07-01 12:09:30,2018-07-01 12:09:31,1.115s,PASSED
click,Firefox 61.0,check box is checked,2018-07-01 12:09:31,2018-07-01 12:09:31,0.319s,PASSED
setText,Firefox 61.0,Tax name entry,2018-07-01 12:09:31,2018-07-01 12:09:32,0.364s,PASSED
setText,Firefox 61.0,tax percentage,2018-07-01 12:09:32,2018-07-01 12:09:32,0.254s,PASSED
setText,Firefox 61.0,text on invoice is entered,2018-07-01 12:09:32,2018-07-01 12:09:32,0.193s,PASSED
setText,Firefox 61.0,hidden note is added,2018-07-01 12:09:32,2018-07-01 12:09:33,0.336s,PASSED
click,Firefox 61.0,create button is clicked,2018-07-01 12:09:33,2018-07-01 12:09:33,0.338s,PASSED
,,,,,,
Test Cases/4.TearDown/TearDown_TestCase,Firefox 61.0,teardown created data,2018-07-01 12:09:33,2018-07-01 12:09:35,1.746s,FAILED
click,Firefox 61.0,,2018-07-01 12:09:33,2018-07-01 12:09:34,0.469s,PASSED
click,Firefox 61.0,,2018-07-01 12:09:34,2018-07-01 12:09:34,0.276s,PASSED
click,Firefox 61.0,,2018-07-01 12:09:34,2018-07-01 12:09:35,0.708s,FAILED
,,,,,,
Test Cases/5.Logout/Logout_TestCase,Firefox 61.0,logsout from system,2018-07-01 12:09:35,2018-07-01 12:09:36,1.622s,PASSED
click,Firefox 61.0,,2018-07-01 12:09:35,2018-07-01 12:09:35,0.260s,PASSED
click,Firefox 61.0,,2018-07-01 12:09:35,2018-07-01 12:09:36,0.361s,PASSED
closeBrowser,Firefox 61.0,,2018-07-01 12:09:36,2018-07-01 12:09:36,0.661s,PASSED
